Customer_ID,Total_Sales,Total_Profit,Order_Count,Customer_Tier,Customer_Name
BP-11155,13696.143460000001,3395.30716,24,Platinum,Becky Pak
BP-11185,15376.03172,1989.4898199999996,28,Platinum,Ben Peterman
BP-11230,12573.613599999999,467.9241,23,Gold,Benjamin Patterson
BP-11290,12448.89978,1858.8290799999995,29,Gold,Beth Paige
BP-1155,1110.78,180.9,6,Bronze,Becky Pak
BP-1185,1430.616,-645.534,10,Bronze,Ben Peterman
BP-1230,6134.988,444.2880000000003,8,Silver,Benjamin Patterson
BP-1290,383.34000000000003,99.27,4,Bronze,Beth Paige
BS-11365,22551.02596,5680.727359999999,26,Platinum,Bill Shonely
BS-11380,18305.9783,1776.7021,23,Platinum,Bill Stewart
BS-11590,11358.58602,1783.4587199999999,23,Gold,Brendan Sweed
BS-11665,17468.881,3112.1578,24,Platinum,Brian Stugart
BS-11755,17557.4595,1194.7291,29,Platinum,Bruce Stewart
BS-11800,10887.2118,1851.8634,21,Gold,Bryan Spruell
BS-1365,957.63,288.18,5,Bronze,Bill Shonely
BS-1380,469.458,38.328,5,Bronze,Bill Stewart
BS-1590,819.45,262.22999999999996,5,Bronze,Brendan Sweed
BS-1665,5101.908,500.718,7,Silver,Brian Stugart
BS-1755,1679.76,-697.7699999999996,5,Silver,Bruce Stewart
BS-1800,6364.854,931.344,9,Gold,Bryan Spruell
BT-11305,10321.82,908.1758000000001,24,Gold,Beth Thompson
BT-11395,11347.529,2743.9623,24,Gold,Bill Tyler
BT-11440,8263.9755,290.93390000000005,21,Gold,Bobby Trafton
BT-11485,8878.05054,1170.7539399999998,29,Gold,Brad Thomas
BT-11530,13808.318,930.8343000000001,25,Platinum,Bradley Talbott
BT-11680,14087.7631,1663.9095,22,Platinum,Brian Thompson
BT-1305,1305.96,-44.24999999999993,10,Bronze,Beth Thompson
BT-1395,448.84799999999996,-199.032,4,Bronze,Bill Tyler
BT-1440,2132.565,-760.7249999999999,10,Silver,Bobby Trafton
BT-1485,2803.974,-231.12600000000003,9,Silver,Brad Thomas
BT-1530,1535.7810000000002,522.8009999999999,7,Bronze,Bradley Talbott
BT-1680,807.36,131.64,4,Bronze,Brian Thompson
BV-11245,20681.678,3415.0463999999997,22,Platinum,Benjamin Venier
BV-1245,684.2640000000001,-595.296,3,Bronze,Benjamin Venier
BW-1065,9027.48,3341.3399999999997,5,Gold,Barry Weirich
BW-11065,8409.0559,354.0633,18,Gold,Barry Weirich
BW-1110,1696.8300000000002,258.42,10,Silver,Bart Watters
BW-11110,30613.6165,3337.4658999999997,35,Platinum,Bart Watters
BW-11200,11862.369079999999,1567.88038,29,Gold,Ben Wallace
BW-1200,3105.8160000000003,784.326,4,Silver,Ben Wallace
CA-11965,21110.5214,3382.260299999999,26,Platinum,Carol Adams
CA-12055,10691.028,1738.3699,22,Gold,Cathy Armstrong
CA-12265,18472.6689,3270.7200000000003,31,Platinum,Christina Anderson
CA-12310,7166.230860000001,727.9286599999999,21,Gold,Christine Abelman
CA-12775,18350.464,4605.477500000001,26,Platinum,Cynthia Arntzen
CA-1965,2883.141,-103.1789999999999,8,Silver,Carol Adams
CA-2055,1601.73,131.4,3,Bronze,Cathy Armstrong
CA-2265,3364.6380000000004,391.398,7,Silver,Christina Anderson
CA-2310,636.06,139.23000000000002,5,Bronze,Christine Abelman
CA-2775,1485.8970000000002,-714.213,4,Bronze,Cynthia Arntzen
CB-12025,11685.3186,-98.73150000000058,25,Gold,Cassandra Brandow
CB-12415,12705.54736,2271.8956599999997,23,Gold,Christy Brittain
CB-12535,18108.67284,2401.9074399999995,27,Platinum,Claudia Bergmann
CB-2025,1840.8899999999999,307.56,5,Silver,Cassandra Brandow
CB-2415,1232.568,-184.81199999999995,4,Bronze,Christy Brittain
CB-2535,147.12000000000003,-234.69,2,Bronze,Claudia Bergmann
CC-12100,11500.12324,2384.25944,25,Gold,Chad Cunningham
CC-12145,12190.6666,1471.9290999999996,24,Gold,Charles Crestani
CC-12220,7308.7328,1315.8066000000001,32,Gold,Chris Cortes
CC-12370,28229.8514,3982.928699999999,30,Platinum,Christopher Conant
CC-12430,13997.59256,2779.9208599999997,29,Platinum,Chuck Clark
CC-12475,17159.80046,3120.1634599999998,30,Platinum,Cindy Chapman
CC-12550,7908.65034,1167.4589399999998,25,Gold,Clay Cheatham
CC-12610,16822.64,2950.193,29,Platinum,Corey Catlett
CC-12670,9969.0279,-549.5837000000002,28,Gold,Craig Carreira
CC-12685,12798.5442,693.6283000000002,20,Gold,Craig Carroll
CC-2100,1020.048,238.368,5,Bronze,Chad Cunningham
CC-2145,1158.18,-164.13,6,Bronze,Charles Crestani
CC-2220,4174.182,1190.082,12,Silver,Chris Cortes
CC-2370,6957.225,1620.4050000000002,9,Gold,Christopher Conant
CC-2430,1041.5700000000002,160.59,2,Bronze,Chuck Clark
CC-2475,3709.881,914.6909999999999,7,Silver,Cindy Chapman
CC-2550,1433.3999999999999,357.0900000000001,5,Bronze,Clay Cheatham
CC-2610,782.388,52.81800000000001,3,Bronze,Corey Catlett
CC-2670,1527.582,268.602,6,Bronze,Craig Carreira
CC-2685,4019.412,1556.232,5,Silver,Craig Carroll
CD-11920,18296.7474,4751.7303999999995,27,Platinum,Carlos Daly
CD-11980,11848.162460000001,1648.4392599999999,23,Gold,Carol Darley
CD-12280,16779.54838,2367.3817799999997,24,Platinum,Christina DeMoss
CD-12790,13468.1145,2080.4847,25,Platinum,Cynthia Delaney
CD-1920,1821.219,277.17900000000003,4,Silver,Carlos Daly
CD-1980,1380.228,231.91800000000003,7,Bronze,Carol Darley
CD-2280,1205.04,224.39999999999998,7,Bronze,Christina DeMoss
CD-2790,1030.788,73.81800000000004,7,Bronze,Cynthia Delaney
CG-12040,3596.268,149.07059999999993,19,Silver,Catherine Glotzbach
CG-12520,13545.47002,2398.13442,18,Platinum,Claire Gute
CG-2040,518.9399999999999,-395.9099999999999,5,Bronze,Catherine Glotzbach
CG-2520,1116.204,168.44400000000002,7,Bronze,Claire Gute
CH-12070,11122.55656,1493.4216599999997,21,Gold,Cathy Hwang
CH-2070,4545.618,1178.088,8,Silver,Cathy Hwang
CJ-11875,12538.83296,1857.2449600000002,23,Gold,Carl Jackson
CJ-12010,19356.0046,2386.7219999999998,26,Platinum,Caroline Jumper
CJ-1875,1431.432,100.18200000000002,6,Bronze,Carl Jackson
CJ-2010,223.56,30.87,3,Bronze,Caroline Jumper
CK-12205,13625.20784,1311.2059399999998,38,Platinum,Chloris Kastensmidt
CK-12325,9927.89832,849.5182199999999,27,Gold,Christine Kargatis
CK-12595,16480.86618,2175.8459799999996,33,Platinum,Clytie Kelty
CK-12760,6574.8044,-100.50570000000009,26,Gold,Cyma Kinney
CK-2205,950.697,-345.393,5,Bronze,Chloris Kastensmidt
CK-2325,3125.295,531.195,8,Silver,Christine Kargatis
CK-2595,662.2800000000001,197.79000000000002,3,Bronze,Clytie Kelty
CK-2760,4015.9500000000003,625.89,12,Silver,Cyma Kinney
CL-11890,17622.411360000002,-247.7379400000006,31,Platinum,Carl Ludwig
CL-12565,17008.13588,614.5829799999997,30,Platinum,Clay Ludtke
CL-12700,17943.6508,2563.4447,31,Platinum,Craig Leslie
CL-1890,560.745,83.475,9,Bronze,Carl Ludwig
CL-2565,2775.636,708.8460000000001,6,Silver,Clay Ludtke
CL-2700,1432.374,106.88400000000001,4,Bronze,Craig Leslie
CM-11815,14362.8004,-2881.6445999999996,23,Platinum,Candace McMahon
CM-11830,16828.819,2444.6989999999996,24,Platinum,Cari MacIntyre
CM-11935,9689.0124,2081.088,18,Gold,Carlos Meador
CM-12115,14657.9493,2164.8172,20,Platinum,Chad McGuire
CM-12160,17910.03942,432.5568199999997,26,Platinum,Charles McCrossin
CM-12190,11375.05222,598.4815199999998,25,Gold,Charlotte Melton
CM-12235,11377.591,1953.9977,22,Gold,Chris McAfee
CM-12385,21882.96992,3029.9603199999997,25,Platinum,Christopher Martinez
CM-12445,11971.70808,1188.1276799999998,25,Gold,Chuck Magee
CM-12655,14188.72268,-733.95642,18,Platinum,Corinna Mitchell
CM-12715,8392.5789,915.3872999999996,19,Gold,Craig Molinari
CM-1815,431.874,82.85400000000001,5,Bronze,Candace McMahon
CM-1830,4777.407,39.98700000000015,13,Silver,Cari MacIntyre
CM-1935,459.294,125.27400000000002,7,Bronze,Carlos Meador
CM-2115,1907.3700000000001,277.53,3,Silver,Chad McGuire
CM-2160,2245.92,314.13,5,Silver,Charles McCrossin
CM-2190,1451.49,-480.6899999999997,4,Bronze,Charlotte Melton
CM-2235,243.03,-66.3,5,Bronze,Chris McAfee
CM-2385,580.614,-19.92599999999994,4,Bronze,Christopher Martinez
CM-2445,1741.5780000000002,288.528,4,Silver,Chuck Magee
CM-2655,1389.834,-221.10600000000002,12,Bronze,Corinna Mitchell
CM-2715,2838.264,294.954,7,Silver,Craig Molinari
CP-12085,14183.881899999998,620.3837000000002,23,Platinum,Cathy Prescott
CP-12340,20109.46928,182.9713799999998,30,Platinum,Christine Phan
CP-2085,5585.7,1130.19,10,Silver,Cathy Prescott
CP-2340,5044.65,1565.31,4,Silver,Christine Phan
CR-12580,8700.3125,818.0318000000001,20,Gold,Clay Rozendal
CR-12625,17271.20568,1478.5750799999996,28,Platinum,Corey Roper
CR-12730,19487.963760000002,1648.0413599999997,24,Platinum,Craig Reiter
CR-12820,14470.550560000001,3391.18846,24,Platinum,Cyra Reiten
CR-2580,3057.2639999999997,1127.964,5,Silver,Clay Rozendal
CR-2625,5079.897,866.547,9,Silver,Corey Roper
CR-2730,1359.576,-212.6039999999999,11,Bronze,Craig Reiter
CR-2820,1188.012,-78.46799999999993,8,Bronze,Cyra Reiten
CS-11845,20471.0526,3274.9862,26,Platinum,Cari Sayre
CS-11860,10555.92482,970.3403199999999,21,Gold,Cari Schnelling
CS-11950,14222.97134,-1148.0779599999996,31,Platinum,Carlos Soltero
CS-12130,10981.231,641.4549,22,Gold,Chad Sievert
CS-12175,16706.0963,3114.0087999999996,29,Platinum,Charles Sheldon
CS-12250,12496.105300000001,2210.8319,30,Gold,Chris Selesnick
CS-12355,9240.897,-115.63179999999993,31,Gold,Christine Sundaresam
CS-12400,10221.36436,1373.0625599999998,23,Gold,Christopher Schild
CS-12460,20084.21728,2801.2725800000003,23,Platinum,Chuck Sachs
CS-12490,11110.4965,-422.2581000000001,30,Gold,Cindy Schnelling
CS-12505,11535.2464,-6437.368100000001,16,Gold,Cindy Stewart
CS-1845,1593.3120000000001,-359.65799999999996,8,Bronze,Cari Sayre
CS-1860,1618.674,349.554,9,Bronze,Cari Schnelling
CS-1950,714.0720000000001,148.002,5,Bronze,Carlos Soltero
CS-2130,1367.2680000000003,-645.5219999999999,4,Bronze,Chad Sievert
CS-2175,3340.098,1214.568,5,Silver,Charles Sheldon
CS-2250,1917.6239999999998,391.67400000000004,4,Silver,Chris Selesnick
CS-2355,1307.16,114.48,9,Bronze,Christine Sundaresam
CS-2400,2293.17,706.98,5,Silver,Christopher Schild
CS-2460,2671.227,141.83700000000002,8,Silver,Chuck Sachs
CS-2490,1664.13,611.13,3,Bronze,Cindy Schnelling
CS-2505,1894.4999999999998,285.81,7,Silver,Cindy Stewart
CT-11995,13715.79704,2509.3953399999996,27,Platinum,Carol Triggs
CT-1995,422.778,-71.59200000000003,2,Bronze,Carol Triggs
CV-12295,9042.26818,1126.4462800000001,20,Gold,Christina VanderZanden
CV-12805,9764.1306,1737.4444999999998,20,Gold,Cynthia Voltz
CV-2295,1283.241,-521.109,9,Bronze,Christina VanderZanden
CV-2805,5088.852000000001,172.66199999999995,7,Silver,Cynthia Voltz
CW-11905,12917.6316,2635.8494,25,Gold,Carl Weiss
CW-1905,1436.31,371.55,4,Bronze,Carl Weiss
CY-12745,13928.4683,1721.2589999999998,31,Platinum,Craig Yedwab
CY-2745,293.034,-179.016,4,Bronze,Craig Yedwab
Co-12640,12279.23076,1295.1629599999999,25,Gold,Corey-Lock
Co-2640,767.6370000000001,-99.12299999999996,5,Bronze,Corey-Lock
DA-13450,13035.36826,-826.0713400000001,25,Gold,Dianna Arnett
DA-3450,2212.05,528.24,4,Silver,Dianna Arnett
DB-12910,12338.2837,781.9895,27,Gold,Daniel Byrd
DB-12970,9166.209200000001,463.2448999999994,11,Gold,Darren Budd
DB-13060,23476.91166,3315.62286,26,Platinum,Dave Brooks
DB-13120,5602.59462,-2028.5785799999999,16,Silver,David Bremer
DB-13210,13743.5959,1479.9667999999997,27,Platinum,Dean Braden
DB-13270,11690.3695,1420.4589,25,Gold,Deborah Brumfield
DB-13360,6919.814359999999,848.4468599999999,28,Gold,Dennis Bolton
DB-13405,16083.956659999998,1988.81386,26,Platinum,Denny Blanton
DB-13555,9415.2204,943.0146,22,Gold,Dorothy Badders
DB-13615,10031.4568,1995.248,28,Gold,Doug Bickford
DB-13660,11397.064840000001,1267.3363399999998,20,Gold,Duane Benoit
DB-2910,3051.18,874.95,8,Silver,Daniel Byrd
DB-2970,513.03,123.72,4,Bronze,Darren Budd
DB-3060,2070.258,336.73800000000006,8,Silver,Dave Brooks
DB-3120,671.2320000000001,-242.11799999999997,4,Bronze,David Bremer
DB-3210,387.021,-54.15900000000002,7,Bronze,Dean Braden
DB-3270,886.2299999999999,219.78,2,Bronze,Deborah Brumfield
DB-3360,3691.5299999999997,1074.27,2,Silver,Dennis Bolton
DB-3405,548.682,-30.257999999999946,2,Bronze,Denny Blanton
DB-3555,971.1120000000001,299.262,3,Bronze,Dorothy Badders
DB-3615,2824.152,972.432,4,Silver,Doug Bickford
DB-3660,2207.712,150.462,3,Silver,Duane Benoit
DC-12850,9307.3655,-659.5637999999998,29,Gold,Dan Campbell
DC-13285,16164.649899999999,1043.3900999999998,23,Platinum,Debra Catini
DC-2850,4131.144,589.074,9,Silver,Dan Campbell
DC-3285,800.004,-178.05599999999998,4,Bronze,Debra Catini
DD-13570,8741.4648,959.7671999999999,24,Gold,Dorothy Dickinson
DD-3570,2331.4139999999998,439.884,8,Silver,Dorothy Dickinson
DE-13255,10085.789999999999,1657.8874,22,Gold,Deanra Eno
DE-3255,2714.49,77.60999999999994,8,Silver,Deanra Eno
DF-13135,10240.3839,474.00019999999995,18,Gold,David Flashing
